proper names,NEC+,Designation,HIP,Bayer ID,Simbad spelling,Constellation,Origin,Language,Reference,Date of Adoption,image,image_source,RA,DEC,mag
Aladfar,"7,302",HR 7298,94481,η Lyr,Aladfar,Lyr,"Aladfar derives from the Arabic الأظفر al-ʼuẓfur ""the talons (of the swooping [eagle])"" which designates and asterism consisting of µ and η Lyr. It was made popular by Allen.",Arabic,"Allen (1899, 288)",2017/09/05,,,288.4395351,39.14596601,4.398
Albaldah,"7,280",HR 7264,94141,π Sgr,Albaldah,Sgr,"The name of the 21st Arabic lunar station, البلدة, Al-Baldah (The empty area), designates a starless region between ζ Sgr and α Cap; the star π Sgr is at its northern edge and was wrongly attributed with this name by Allen (1899, 359).",Arabic,--,2017/09/05,,,287.4409705,-21.02361398,2.88
Aldhanab,"8,338",HR 8353,108085,γ Gru,Aldhanab,Gru,"Al Dhanab from Arabic ال ذنب (adh-dhanab), The Tail, became common since its mentioning in Allen (1899). There it is attributed to a Persian astronomer but the whole constellation Grus is a constellation invented in the Early Modern Era.",Arabic,"Allen (1899, 238)",2017/09/05,,,328.4821513,-37.36487222,3.01
Aldhibah,"6,408",HR 6396,83895,ζ Dra,Aldhibah,Dra,"ζ and η Draconis together had been considered the asterism of الذئب, al-dhiʼb, Two Hyenas or Two Wolfs that are lurking for the Camel's Foal that is protected by its mother (other stars in Draco).",Arabic,"Allen (1899, 210)",2017/09/05,,,257.1966155,65.71464533,3.17
Aldulfin,"7,843",HR 7852,101421,ε Del,Aldulfin,Del,"Arabic scholarship adopted the Greek loanword ""dulfim"" or ""dulfin"" (with article: ad-dulfin or simplified adulfin) for the marine mammal. The star ε Del at the dorsal fin of the Ptolemaic (smaller than ancient Greek) figure was called Al Dhanab al Dulfim (the Dolphin's Tail) and as there are many stars named with the Arabic root for ""tail"", WGSN adopted only the last part of the name.",Arabic,"Allen (1899, 201)",2017/09/05,,,308.3032203,11.30326639,4.03
Alkaphrah,"3,579",HR 3594,44471,κ UMa,Alkaphrah,UMa,"corrupted spelling of Arabic القفزة al-qafzah ""the leap"" of the Indigenous Arabic group of gazelle asterisms preserved in Ibn Qutaybah.",Arabic,--,2017/09/05,,,135.9063651,47.15652473,3.55
Alkarab,"8,868",HR 8905,115623,υ Peg,Alkarab,Peg,"traditional Arabic name Al Karab, The Bucket-rope, was an asterism consisting of τ and υ Peg",Arabic,"Allen (1899, 329)",2017/09/05,,,351.3449286,23.40410081,4.4
Alsephina,"3,132",HR 3485,42913,δ Vel,Alsephina,Vel,"The term is Arabic for ""The Ship"". It originates from the translation of Greek knowledge to Arabic when Argo Navis (The Ship Argo) was translated to Arabic and, thus, originally referred to the whole constellation rather than any specific star.",Arabic,--,2017/09/05,,,120.745063,-54.7088194,1.93
Athebyne,"6,117",HR 6132,80331,η Dra,Athebyne,Dra,"The transliteration Athebyne is one of several renderings of the Arabic asterism name الذئبين al-dhiʼbayn, ""the (two) wolves"" (ζ and η Draconis) aiming at the Camel's Foal (group of northern asterisms).",Arabic,--,2017/09/05,,,245.9978597,61.51420976,2.74
Brachium,"5,604",HR 5603,73714,σ Lib,Brachium,Lib,"For Bayer (1603), this star is γ Scorpii with no proper name but in the register for the Scorpius-star chart, he lists ""Virgilius brachium"" among other (Greek and Arabic) designations for this star. Allen (1899, 368/9) that Vergil had not meant it as a star name but only as a marker for the ""claws"", so it was never meant as a proper name.",Graeco-Latin,"Allen (1899), Bayer (1603)",2017/09/05,,,226.0175617,-25.28196958,3.21
Castula,298,HR 265,4422,υ2 Cas,Castula,Cas,"Castula is Latin for a type of woman's tunic. Bayer (1603, Uranometria) attributes the name ""castulum"" to Nonius (Portugese scholar Pedro Nunez, 1502-1578), with the Greek alias ταινίαν for a ribbon.",Latin,Johann Bayer (1603). Uranometria.,2017/09/05,,,14.16627144,59.18105702,4.622
Chamukuy,"1,451",HR 1412,20894,θ2 Tau,Chamukuy,Tau,"The Yucatec Maya identify Theta Tauri as chamukuy, the name of a small bird.",Yucatec,"Milbrath, Susan (1999). Star Gods of the Maya. p.253.; Sosa, John (1985). The Maya Sky, the Maya World: A Symbolic Analysis of Yucatec Maya Cosmology. p.341.",2017/09/05,,,67.16559005,15.87087465,3.41
Dalim,998,HR 963,14879,α For,Dalim,For,"The name was introduced for the star by Piazzi (1814) originating from the Indigenous Arabian asterism  ظَلِيم al-ẓalīm, The Ostrich, seen in various stars (e.g. Fomalhaut, theta Eridani)",Arabic,Piazzi (1814),2017/09/05,,,48.01887418,-28.98762199,3.98
Dziban,"6,635",HR 6636,86614,ψ1 Dra,Dziban,Dra,"Dsiban, from Al Dhibain (the Arabs' title for ζ and η), has been given by some to this pair [ψ1, ψ2 Dra].",Arabic,"Allen (1899, 212)",2017/09/05,,,265.4835932,72.14886878,4.55
Hatysa,"1,921",HR 1899,26241,ι Ori,Hatysa,Ori,"Name of unknown etymology from the ""Atlas Coeli Skalnaté Pleso"" of Czech astronomer Antonín Bečvář (1901-1965).",unknown,"Bečvář, A. (1948) Atlas coeli Skalnaté Pleso. Praha: Přírodověcké Vydavatelství",2017/09/05,,,83.85827581,-5.909888524,2.77
Iklil,"5,942",HR 5928,78104,ρ Sco,Iklil,Sco,"the name derives from the Arabic lunar mansion ""Iklil"" (Arabic: الإكليل), ""The ornamented headband"" (or: diadem) composed of the 3 stars β1, δ and π Sco; here misapplied to ρ Sco.",Arabic,--,2017/09/05,,,239.221155,-29.21407444,3.86
Khambalia,"5,353",HR 5359,69974,λ Vir,Khambalia,Vir,"The Coptic (Egyptian) term Khambalia means ""Crooked-clawed"" (perhaps designating an agricultural device or symbol of secret knowledge); it was used in mantic texts for the star in the foot of Virgo.",Coptic,Greswell (1852),2017/09/05,,,214.7774695,-13.3710913,4.52
Lilii Borea,864,HR 824,13061,39 Ari,Lilii Borea,Ari,"Lacaille used the now obsolete constellation Lilium (The Lily) and named this star ""in the north of Lily"", in Latin: Lilii Borea",Latin,"Lacaille, N.L. de (1757) Astronomiae fundamenta novissimis Solis et stellarum observationibus stabilita Lutetiæ in collegio Mazarinæo et in Africa ad Caput Bonæ Spei peractis. p.233.",2017/09/05,,,41.97725865,29.24711827,4.51
Markeb,"3,695",HR 3734,45941,κ Vel,Markeb,Vel,"Evidently from the Arabic word markab, ""a ship or any vehicle,"" presumably standing for the Greek constellation name Argo. However, Arabic sources do not mention markab for Argo, only al-safina (""the Ship""), hence the ultimate origin of the name remains a mystery. ""Markeb"" was applied as a star name to ρ Pup in medieval times, to κ Pup in Early Modern rimes, and finally to κ  Vel in recent times when Argo was divided into its four modern constellations",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2017/09/05,,,140.5284067,-55.01066713,2.473
Meleph,"3,418",HR 3429,42556,ε Cnc,Meleph,Cnc,"Bayer (1603) quotes Arabic designations Melleff and Meeleph for this star (among others) which was adopted by other astronomers (e.g. Riccioli) and goes back to the Arabic term Al Ma'laf, The Stall (a variant of the Greek Manger).",Arabic,Bayer (1603),2017/09/05,,,130.1125421,19.54481231,6.29
Meridiana,"7,277",HR 7254,94114,α CrA,Meridiana,CrA,"The Latin-Arabic name ""Alfecca meridiana"" is mentioned in Allen (1899, 173). There, it is attributed to ""Reduan"" (sic!) = Ali bin Radwan's commentary to his Tetrabiblos translation (10th century). Arabic  نير الفكّة nayyir al-fakka ""the bright (star) of the broken (dish)"" in analogy to the Arabic term for CrB. WGSN chose only the second (Latin) term: ""Meridiana"", the southern (one of the two Alfeccas).",Latin,"Allen (1899, 173) with additional research by WGSN",2017/09/05,,,287.3680896,-37.9044744,4.087
Minchir,"3,393",HR 3418,42402,σ Hya,Minchir,Hya,"Minchir appeared in Bode's 1801 Uranographia rooting in the Arabic term منخر الشجاع minkhar ash-shujāʽ ""the nostril brave one"" in Hydra.",Arabic,Bode (1801),2017/09/05,,,129.6893227,3.341435188,4.43
Miram,880,HR 834,13268,η Per,Miram,Per,"perhaps a misspelling of the Arabic term مِعْصَم miʽṣam, The Wrist, which was used for naming κ Per ""Misam"" in the CSN.",Arabic,--,2017/09/05,,,42.67420822,55.89549437,3.79
Misam,982,HR 941,14668,κ Per,Misam,Per,"the Arabic term مِعْصَم miʽṣam, The Wrist, was originally a name of χ Per (Almagest: ""the right hand"" of the Hero) and considered the Wrist of Thurayya (the Pleiades) for the Arabs.",Arabic,--,2017/09/05,,,47.37418183,44.85745829,3.81
Nembus,502,HR 464,7607,51 And,Nembus,And,"Name appears in Bayer's (1603) Uranometria for Upsilon Per (later designated 51 And), which he states is of Arab origin, however the name appears to be Latin not Arabic. From the description it appears that the name appears to be connected with the adamntine harpe sword Perseus used to decapitate Medusa.",Latin?,"Bayer (1603, 11), Bode (1801)",2017/09/05,,,24.49815843,48.62821196,3.57
Nganurganity,"2,628",HR 2646,33856,σ CMa,Nganurganity,CMa,"Nganurganity [ˈŋanuɾˌɡ̊aniɟ̊] is the ""Jacky lizard"" in the culture of the Boorong, a clan of the indigenous Maligundidj people of northwestern Victoria in Australia, who saw it as an ancestral figure who fights the moon, flanked by two wives, represented by stars on either side of him (δ CMa and ε CMa). The Moon is Mityan, the quoll. Mityan fell in love with one of the wives of Unurgunite and tried to lure her away. Unurgunite discovered Mityan’s trickery and attacked him, leading to a great fight in which Mityan was defeated. The Moon has been wandering the heavens ever since, the scars of the battle still visible on his face as maria. One of the wives (δ CMa) lies further away from Unurgunite and is closer to the Moon than the other wife (ε CMa). This is the wife Mityan tried to lure away. The name was listed as Unurgunite in Stanbridge(1857/61), for initial ng-, which does not occur in English, was typically ignored in transcription of that era. WGSN corrects the spelling.",Aboriginal/ Boorong,"Stanbridge(1861) Stanbridge, W.E. (1857) On the Astronomy and Mythology of the Aborigines of Victoria. Transactions of the Philosophical Institute of Victoria, Vol. 2, pp. 137-140.",2017/09/05,,,105.028652,-27.93483034,3.47
Pipirima,"6,285",HR 6252,82545,μ2 Sco,Pipirima,Sco,"There are many versions of a widespread Polynesian story of two children fleeing their uncaring parents to become two shining stars, the stars themselves being variously recorded as Castor and Pollux (α and β Gem), Shaula and Lesath (λ and υ Sco), ζ and θ Sco, and µ¹ and µ² Sco as well as [possibly] ω¹ and ω² Sco. In Tahiti, Pipiri was the twin brother of Rehua: Pipiri ma refers to the two together, ma ""with, and"" being used after names to mean ""et al."". Calderon identifies the two children as µ¹ and µ² Sco, their mother being Shaula (λ Sco) and their father Lesath (υ Sco).",Tahitian,"Calderon, George (Tihoti) (1921). Tahiti. p.173; Makemson, Maud (1941). The Morning Star Rises. p.243-244 #482",2017/09/05,,,253.0839388,-38.01753496,3.542
Polaris Australis,"8,079",HR 7228,104382,σ Oct,Polaris Australis,Oct,"the term literally means ""South Pole"" and was first used for the star in the 18th century.",Latin,--,2017/09/05,,,317.1952649,-88.95649954,5.42
Polis,"6,858",HR 6812,89341,μ Sgr,Polis,Sgr,"the term in Coptic means ""a foal."" It was originally used for stars in the bow of the Archer but was moved over time.",Coptic,Greswell (1852),2017/09/05,,,273.4408702,-21.05883169,3.85
Prima Hyadum,"1,380",HR 1346,20205,γ Tau,Prima Hyadum,Tau,"the Latin term occurs first in Flamsteed (1729) but is based on the Arabic idea to enumerate the stars in the cluster; in Arabic it was Awwal ad-Dabarān, The First of Dabarān (the group from which the star name ""Aldebaran"" derives).",Latin,"Allen (1899, 390)",2017/09/05,,,64.94834968,15.62764205,3.65
Salm,"8,843",HR 8880,115250,τ Peg,Salm,Peg,"Bayer (1603) mentions three names: Markab, Sagma and its corruption Salma. Allen (1899, 329) considers the correct form ""Salm"", a Leathern Bucket.",Arabic,"Allen (1899, 329)",2017/09/05,,,350.1593593,23.74035506,4.58
Secunda Hyadum,"1,406",HR 1373,20455,δ1 Tau,Secunda Hyadum,Tau,The Latin term Hyadum II goes back to Flamsteed (1729) in analogy to Hyadum I or Prima Hyadum,Latin,"Allen (1899, 391)",2017/09/05,,,65.73372983,17.54251383,3.76
Segin,589,HR 0542,8886,ε Cas,Segin,Cas,"Name of unknown etymology from the ""Atlas Coeli Skalnaté Pleso"" of Czech astronomer Antonín Bečvář (1901-1965).",unknown,"Bečvář, A. (1948) Atlas coeli Skalnaté Pleso. Praha: Přírodověcké Vydavatelství",2017/09/05,,,28.59889203,63.67010007,3.37
Tabit,"1,572",HR 1543,22449,π3 Ori,Tabit,Ori,Arabic الثابت al-thābit 'the endurer (the fixed/constant one)',Arabic,--,2017/09/05,,,72.46004669,6.961277951,3.19
Terebellum,"7,595",HR 7597,98066,ω Sgr,Terebellum,Sgr,"Ptolemy's Almagest lists four stars in a quadrilateral with ω Sgr the first in the list (the others being A, b, c Sgr). Bayer (1603) concludes this list with the note after ""c"": Has quatuor multi Terebellum seu τετράπλευρον vocant. A ""terebellum"" is an auger, so it designates the asterism at the tip of the tail and originally not a specific star.",Latin,Bayer (1603),2017/09/05,,,298.959844,-26.29935925,4.7
Tiaki,"8,621",HR 8636,112122,β Gru,Tiaki,Gru,"Makemson (1941: 261 #659) lists Tiaki as the Tuamotuan name for β Gru, sourcing this to unpublished field data supplied by Kenneth P. Emory (ibid.: 197). However, Emory's star information does not appear in his later publications and has not been located to date in archives of his unpublished material. Stimson's Tuamotuan dictionary (1964: 526) gives the meaning of Tīaki as ""guardian"", ""keeper"" or ""watchman"", but does not list it as a star. He does, however, list Tīakitau as the name of an unidentified star on Anaa, which Makemson (1941: 261 #660) lists separately.",Polynesian/Tuamotu,"Makemson, Maud W. (1941). The Morning Star Rises: an Account of Polynesian Astronomy. New Haven: Yale University Press. Stimson, J. Frank, with the collaboration of Donald S. Marshall (1964). A Dictionary of Some Tuamotuan Dialects of the Polynesian Language. Published by the Peabody Museum of Salem Massachusetts and Het Koninklijk Instituut voor Taal-, Land- en Volkenkunde. The Hague: Martinus Nijhoff.",2017/09/05,,,340.6668761,-46.88457644,2.11
Torcular,545,HR 510,8198,ο Psc,Torcular,Psc,The traditional name Torcularis septentrionalis (northern wine press) was taken from the 1515 Almagest (Latin translation) and abbreviated.,Latin,--,2017/09/05,,,26.3484384,9.157750733,4.26
Xamidimura,"6,279",HR 6247,82514,μ1 Sco,Xamidimura,Sco,"Originally spelled as three word ""xami di mura"" means ""eyes of the beast"" in the Khoekhoe language (South Africa). The term designates two stars which is why it was suggested (Hahn 1881) to refer to μ Sco as this star appears as a visual pair of two dots of light. Yet, today's identification popularized by the SAAO differs.",Khoekhoe,--,2017/09/05,,,252.9676181,-38.04739946,2.98
Zubenelhakrabi,"5,799",HR 5787,76333,γ Lib,Zubenelhakrabi,Lib,"Allen (1899) claims that this term was used for η Lib while “properly belonging to γ Scorpii”. He gives the name “Zubān alʿAkrab, the Scropion’s Claw,” with the spelling variants Zuban al Kravi, Zuben Acrabi, Zuben Hakrabi where the last one goes back to Bayer’s Uranometria (1603). Yet, Bayer’s γ Scorpii is now σ Lib (Brachium) and Bayer’s γ Lib was named “in media lance Boreali prima et superior”.",Arabic,"Allen (1899), p. 277,369, and Bayer (1603) on Libra and on Scorpius",2017/09/05,,,233.8815784,-14.78953551,3.91
Alsafi,"7,423",HR 7462,96100,σ Dra,Alsafi,Dra,"Alsafi is corrupted from Athāfi, erroneously transcribed from the Arabic plural Athāfiyy, by which the nomads designated the tripods of their open-air kitchens; one of these being imagined in σ, τ and υ [Dra].",Arabic,"Allen (1899, 212)",2017/06/30,,,293.0899592,69.66117661,4.68
Alsciaukat,"3,277",HR 3275,41075,31 Lyn,Alsciaukat,Lyn,"misspelled Arabic الشوكة aš-šawkat (al-shaukat), The Thorn. The name obviously has nothing to do with the figure of the lynx (or historically sometimes called ""Tiger"" or ""Tigris"") that was invented in Early Modern Times.",Arabic,--,2017/06/30,,,125.7087893,43.1881306,4.25
Alshat,"7,768",HR 7773,100310,ν Cap,Alshat,Cap,"The Arabic term سعد الذابح, Saʿd al-Dhābiḥ, The Lucky Asterism of the Slaughterer (22 lunar station), consists of the 3 stars: α1, β and ν Cap. As α and β already have proper names, the corrupted form ""shat"" (for sad) was used to name ν Cap.",Arabic,--,2017/06/30,,,305.1658991,-12.75908063,4.76
